orderdetailid,orderid,itemid,PreparationTime,DeliveryTime,TotalTime
5147,5147,362,50,22,72
5148,5148,177,60,107,167
5149,5149,310,58,120,178
5150,5150,462,15,26,41
5151,5151,374,14,50,64
5152,5152,157,22,70,92
5153,5153,357,42,86,128
5154,5154,202,42,59,101
5155,5155,380,48,79,127
5156,5156,356,41,48,89
5157,5157,114,60,108,168
5158,5158,329,50,104,154
5159,5159,15,40,34,74
5160,5160,411,14,56,70
5161,5161,372,14,113,127
5162,5162,405,19,20,39
5163,5163,62,55,95,150
5164,5164,60,17,16,33
5165,5165,136,30,79,109
5166,5166,187,33,15,48
5167,5167,201,48,93,141
5168,5168,360,20,113,133
5169,5169,111,31,20,51
5170,5170,402,57,52,109
5171,5171,315,56,84,140
5172,5172,375,22,101,123
5173,5173,369,25,77,102
5174,5174,116,55,16,71
5175,5175,411,46,69,115
5176,5176,98,53,21,74
5177,5177,300,33,26,59
5178,5178,14,37,19,56
5179,5179,41,23,94,117
5180,5180,256,27,26,53
5181,5181,47,36,45,81
5182,5182,58,57,69,126
5183,5183,345,21,91,112
5184,5184,170,18,18,36
5185,5185,95,33,85,118
5186,5186,257,28,23,51
5187,5187,326,40,57,97
5188,5188,322,26,48,74
5189,5189,224,12,116,128
5190,5190,114,55,54,109
5191,5191,116,29,68,97
5192,5192,84,18,66,84
5193,5193,118,48,57,105
5194,5194,187,44,105,149
5195,5195,105,37,56,93
5196,5196,183,57,107,164
5197,5197,452,24,69,93
5198,5198,79,59,40,99
5199,5199,481,46,57,103
5200,5200,305,39,26,65
5201,5201,186,12,33,45
5202,5202,293,45,97,142
5203,5203,343,30,61,91
5204,5204,6,21,62,83
5205,5205,135,30,90,120
5206,5206,190,38,71,109
5207,5207,457,16,97,113
5208,5208,252,25,33,58
5209,5209,387,54,19,73
5210,5210,335,15,34,49
5211,5211,325,49,120,169
5212,5212,153,22,73,95
5213,5213,88,30,99,129
5214,5214,60,28,18,46
5215,5215,114,44,93,137
5216,5216,210,22,28,50
5217,5217,192,55,110,165
5218,5218,212,44,89,133
5219,5219,147,58,23,81
5220,5220,201,47,71,118
5221,5221,379,59,16,75
5222,5222,457,18,69,87
5223,5223,175,19,114,133
5224,5224,467,40,66,106
5225,5225,139,16,65,81
5226,5226,379,36,21,57
5227,5227,226,58,99,157
5228,5228,244,11,111,122
5229,5229,478,25,61,86
5230,5230,320,18,16,34
5231,5231,285,39,72,111
5232,5232,253,36,53,89
5233,5233,300,50,27,77
5234,5234,227,47,91,138
5235,5235,459,37,45,82
5236,5236,339,23,53,76
5237,5237,290,31,95,126
5238,5238,142,36,83,119
5239,5239,12,10,97,107
5240,5240,360,57,111,168
5241,5241,440,15,70,85
5242,5242,256,30,33,63
5243,5243,205,17,16,33
5244,5244,448,47,96,143
5245,5245,321,46,50,96
5246,5246,273,40,52,92
5247,5247,318,42,78,120
5248,5248,373,55,99,154
5249,5249,146,54,62,116
5250,5250,318,59,110,169
5251,5251,293,56,95,151
5252,5252,197,46,20,66
5253,5253,26,51,17,68
5254,5254,477,18,95,113
5255,5255,411,53,46,99
5256,5256,326,57,111,168
5257,5257,442,60,79,139
5258,5258,39,27,66,93
5259,5259,301,47,66,113
5260,5260,407,31,36,67
5261,5261,424,16,29,45
5262,5262,266,27,85,112
5263,5263,120,60,85,145
5264,5264,94,23,15,38
5265,5265,369,54,56,110
5266,5266,405,27,87,114
5267,5267,220,49,49,98
5268,5268,466,57,26,83
5269,5269,233,28,60,88
5270,5270,403,20,16,36
5271,5271,409,30,35,65
5272,5272,44,10,27,37
5273,5273,93,30,116,146
5274,5274,217,27,27,54
5275,5275,114,17,97,114
5276,5276,55,52,33,85
5277,5277,341,31,88,119
5278,5278,462,37,39,76
5279,5279,400,31,112,143
5280,5280,465,48,107,155
5281,5281,149,58,53,111
5282,5282,147,32,80,112
5283,5283,35,59,55,114
5284,5284,371,30,57,87
5285,5285,12,45,46,91
5286,5286,376,41,81,122
5287,5287,253,20,70,90
5288,5288,424,57,49,106
5289,5289,42,22,109,131
5290,5290,50,55,54,109
5291,5291,133,55,18,73
5292,5292,288,53,113,166
5293,5293,432,29,53,82
5294,5294,444,35,111,146
5295,5295,147,42,80,122
5296,5296,24,21,78,99
5297,5297,461,24,89,113
5298,5298,248,37,85,122
5299,5299,306,18,41,59
5300,5300,11,14,91,105
5301,5301,269,12,118,130
5302,5302,397,17,81,98
5303,5303,243,12,55,67
5304,5304,52,38,111,149
5305,5305,405,20,113,133
5306,5306,477,57,18,75
5307,5307,236,29,108,137
5308,5308,39,25,42,67
5309,5309,278,46,23,69
5310,5310,118,47,83,130
5311,5311,394,12,73,85
5312,5312,217,29,96,125
5313,5313,407,54,49,103
5314,5314,428,56,86,142
5315,5315,11,30,28,58
5316,5316,188,36,60,96
5317,5317,453,30,80,110
5318,5318,430,46,61,107
5319,5319,476,34,81,115
5320,5320,314,59,44,103
5321,5321,129,16,71,87
5322,5322,173,41,29,70
5323,5323,91,12,115,127
5324,5324,332,24,82,106
5325,5325,70,22,41,63
5326,5326,379,24,91,115
5327,5327,451,27,92,119
5328,5328,357,60,21,81
5329,5329,16,59,40,99
5330,5330,277,57,65,122
5331,5331,449,30,43,73
5332,5332,331,59,99,158
5333,5333,119,30,120,150
5334,5334,219,37,50,87
5335,5335,234,19,97,116
5336,5336,382,25,78,103
5337,5337,7,14,25,39
5338,5338,460,31,106,137
5339,5339,187,42,60,102
5340,5340,284,31,46,77
5341,5341,231,53,116,169
5342,5342,169,18,117,135
5343,5343,324,48,57,105
5344,5344,463,51,112,163
5345,5345,53,60,113,173
5346,5346,416,31,59,90
5347,5347,295,27,16,43
5348,5348,311,23,28,51
5349,5349,337,34,80,114
5350,5350,173,34,96,130
5351,5351,69,57,41,98
5352,5352,478,45,119,164
5353,5353,232,19,114,133
5354,5354,445,56,119,175
5355,5355,147,42,108,150
5356,5356,310,52,69,121
5357,5357,443,51,110,161
5358,5358,289,17,54,71
5359,5359,87,29,39,68
5360,5360,302,41,117,158
5361,5361,11,31,117,148
5362,5362,451,49,114,163
5363,5363,220,39,109,148
5364,5364,238,48,21,69
5365,5365,206,40,20,60
5366,5366,379,46,86,132
5367,5367,459,33,102,135
5368,5368,107,19,32,51
5369,5369,121,10,87,97
5370,5370,146,23,96,119
5371,5371,389,31,43,74
5372,5372,285,18,96,114
5373,5373,344,17,87,104
5374,5374,382,40,46,86
5375,5375,298,58,81,139
5376,5376,440,48,28,76
5377,5377,180,33,67,100
5378,5378,433,31,47,78
5379,5379,305,42,118,160
5380,5380,305,53,55,108
5381,5381,270,41,34,75
5382,5382,300,11,75,86
5383,5383,172,14,46,60
5384,5384,460,58,49,107
5385,5385,110,59,112,171
5386,5386,196,56,18,74
5387,5387,337,21,74,95
5388,5388,327,22,41,63
5389,5389,302,55,102,157
5390,5390,424,33,111,144
5391,5391,256,35,56,91
5392,5392,95,44,114,158
5393,5393,176,40,35,75
5394,5394,34,46,50,96
5395,5395,417,30,39,69
5396,5396,478,15,94,109
5397,5397,406,33,74,107
5398,5398,228,16,85,101
5399,5399,14,47,63,110
5400,5400,323,42,75,117
5401,5401,62,18,38,56
5402,5402,426,40,29,69
5403,5403,264,56,119,175
5404,5404,154,11,44,55
5405,5405,396,43,61,104
5406,5406,77,57,118,175
5407,5407,363,60,28,88
5408,5408,257,16,30,46
5409,5409,19,25,88,113
5410,5410,127,54,17,71
5411,5411,411,26,84,110
5412,5412,192,31,78,109
5413,5413,71,27,63,90
5414,5414,474,37,48,85
5415,5415,247,58,87,145
5416,5416,397,40,66,106
5417,5417,402,31,119,150
5418,5418,212,36,66,102
5419,5419,105,13,23,36
5420,5420,474,31,44,75
5421,5421,249,17,67,84
5422,5422,277,23,111,134
5423,5423,88,55,61,116
5424,5424,86,23,97,120
5425,5425,254,26,62,88
5426,5426,183,26,60,86
5427,5427,243,37,115,152
5428,5428,126,46,60,106
5429,5429,13,15,108,123
5430,5430,49,14,110,124
5431,5431,358,33,22,55
5432,5432,384,51,45,96
5433,5433,196,22,38,60
5434,5434,436,24,108,132
5435,5435,304,11,83,94
5436,5436,414,43,117,160
5437,5437,156,30,93,123
5438,5438,200,60,66,126
5439,5439,237,48,98,146
5440,5440,390,22,37,59
5441,5441,40,36,89,125
5442,5442,236,40,60,100
5443,5443,126,29,40,69
5444,5444,186,47,114,161
5445,5445,345,26,78,104
5446,5446,225,26,105,131
5447,5447,190,12,71,83
5448,5448,335,48,20,68
5449,5449,204,32,116,148
5450,5450,366,13,83,96
5451,5451,362,29,27,56
5452,5452,470,45,114,159
5453,5453,100,18,113,131
5454,5454,384,33,76,109
5455,5455,320,32,70,102
5456,5456,393,12,58,70
5457,5457,40,45,25,70
5458,5458,465,36,30,66
5459,5459,463,45,104,149
5460,5460,248,26,101,127
5461,5461,45,30,101,131
5462,5462,41,54,27,81
5463,5463,233,15,71,86
5464,5464,119,37,103,140
5465,5465,386,59,57,116
5466,5466,294,10,72,82
5467,5467,321,22,65,87
5468,5468,340,37,30,67
5469,5469,309,46,31,77
5470,5470,321,57,97,154
5471,5471,480,29,108,137
5472,5472,135,30,77,107
5473,5473,281,35,100,135
5474,5474,122,28,57,85
5475,5475,80,51,89,140
5476,5476,144,57,100,157
5477,5477,41,27,76,103
5478,5478,269,60,53,113
5479,5479,262,17,53,70
5480,5480,229,10,73,83
5481,5481,26,20,96,116
5482,5482,58,27,103,130
5483,5483,32,41,72,113
5484,5484,252,55,42,97
5485,5485,355,21,50,71
5486,5486,20,18,68,86
5487,5487,413,27,50,77
5488,5488,89,60,20,80
5489,5489,96,45,44,89
5490,5490,28,37,103,140
5491,5491,366,42,53,95
5492,5492,390,43,97,140
5493,5493,80,40,106,146
5494,5494,160,18,92,110
5495,5495,249,41,46,87
5496,5496,478,12,90,102
5497,5497,122,42,15,57
5498,5498,168,26,85,111
5499,5499,413,16,107,123
5500,5500,352,24,15,39
5501,5501,395,19,34,53
5502,5502,220,41,86,127
5503,5503,332,54,26,80
5504,5504,105,46,75,121
5505,5505,54,11,56,67
5506,5506,102,37,112,149
5507,5507,370,40,22,62
5508,5508,194,58,47,105
5509,5509,185,59,27,86
5510,5510,181,57,26,83
5511,5511,4,52,65,117
5512,5512,282,41,29,70
5513,5513,376,48,32,80
5514,5514,277,14,54,68
5515,5515,92,12,88,100
5516,5516,357,17,96,113
5517,5517,238,60,103,163
5518,5518,217,30,39,69
5519,5519,91,23,105,128
5520,5520,233,41,43,84
5521,5521,383,37,86,123
5522,5522,307,31,93,124
5523,5523,153,50,39,89
5524,5524,431,60,93,153
5525,5525,437,18,64,82
5526,5526,29,25,36,61
5527,5527,391,34,28,62
5528,5528,2,18,88,106
5529,5529,416,11,59,70
5530,5530,90,36,74,110
5531,5531,12,15,106,121
5532,5532,122,59,50,109
5533,5533,414,51,27,78
5534,5534,289,25,28,53
5535,5535,222,14,91,105
5536,5536,39,23,50,73
5537,5537,142,24,30,54
5538,5538,72,11,44,55
5539,5539,11,41,90,131
5540,5540,54,30,57,87
5541,5541,334,28,99,127
5542,5542,249,46,61,107
5543,5543,135,36,72,108
5544,5544,35,24,46,70
5545,5545,127,24,23,47
5546,5546,471,15,100,115
5547,5547,420,35,73,108
5548,5548,140,52,97,149
5549,5549,131,51,79,130
5550,5550,476,58,79,137
5551,5551,385,59,59,118
5552,5552,122,10,40,50
5553,5553,73,52,118,170
5554,5554,346,35,117,152
5555,5555,469,49,28,77
5556,5556,21,53,109,162
5557,5557,219,24,76,100
5558,5558,212,38,47,85
5559,5559,336,38,112,150
5560,5560,26,11,101,112
5561,5561,318,20,79,99
5562,5562,186,21,35,56
5563,5563,114,23,81,104
5564,5564,36,34,26,60
5565,5565,43,34,98,132
5566,5566,17,53,40,93
5567,5567,50,50,16,66
5568,5568,196,13,95,108
5569,5569,298,46,29,75
5570,5570,382,19,37,56
5571,5571,431,22,118,140
5572,5572,401,58,15,73
5573,5573,268,30,45,75
5574,5574,217,18,30,48
5575,5575,311,32,44,76
5576,5576,234,28,71,99
5577,5577,444,13,100,113
5578,5578,156,58,61,119
5579,5579,302,30,36,66
5580,5580,340,42,66,108
5581,5581,317,19,41,60
5582,5582,134,48,98,146
5583,5583,109,22,33,55
5584,5584,118,16,38,54
5585,5585,331,60,47,107
5586,5586,359,11,31,42
5587,5587,444,23,119,142
5588,5588,457,60,71,131
5589,5589,433,43,66,109
5590,5590,481,30,27,57
5591,5591,423,54,50,104
5592,5592,418,48,80,128
5593,5593,119,43,91,134
5594,5594,302,44,61,105
5595,5595,315,21,105,126
5596,5596,2,45,26,71
5597,5597,425,42,83,125
5598,5598,360,36,75,111
5599,5599,301,51,114,165
5600,5600,168,23,34,57
5601,5601,333,35,119,154
5602,5602,136,35,100,135
5603,5603,133,29,85,114
5604,5604,10,25,101,126
5605,5605,432,32,75,107
5606,5606,366,28,53,81
5607,5607,93,55,91,146
5608,5608,173,16,37,53
5609,5609,376,47,82,129
5610,5610,25,11,92,103
5611,5611,454,50,93,143
5612,5612,439,48,117,165
5613,5613,174,34,106,140
5614,5614,167,58,63,121
5615,5615,27,60,62,122
5616,5616,247,47,42,89
5617,5617,107,14,36,50
5618,5618,333,23,115,138
5619,5619,242,27,109,136
5620,5620,395,47,112,159
5621,5621,435,11,55,66
5622,5622,386,43,101,144
5623,5623,11,25,22,47
5624,5624,135,41,86,127
5625,5625,204,56,97,153
5626,5626,250,31,44,75
5627,5627,135,46,38,84
5628,5628,279,21,43,64
5629,5629,58,13,59,72
5630,5630,251,23,60,83
5631,5631,61,11,86,97
5632,5632,325,24,96,120
5633,5633,82,29,64,93
5634,5634,103,41,41,82
5635,5635,367,35,75,110
5636,5636,204,51,112,163
5637,5637,142,45,41,86
5638,5638,113,45,120,165
5639,5639,67,21,120,141
5640,5640,167,35,72,107
5641,5641,281,24,108,132
5642,5642,403,11,46,57
5643,5643,292,38,67,105
5644,5644,396,11,74,85
5645,5645,5,38,83,121
5646,5646,429,29,76,105
5647,5647,137,54,104,158
5648,5648,222,36,58,94
5649,5649,481,39,84,123
5650,5650,139,37,110,147
5651,5651,360,10,68,78
5652,5652,388,21,104,125
5653,5653,316,39,57,96
5654,5654,378,24,110,134
5655,5655,135,42,100,142
5656,5656,411,30,75,105
5657,5657,105,38,120,158
5658,5658,85,11,67,78
5659,5659,80,18,34,52
5660,5660,114,59,17,76
5661,5661,416,51,29,80
5662,5662,315,59,49,108
5663,5663,479,53,73,126
5664,5664,429,11,51,62
5665,5665,69,59,39,98
5666,5666,445,38,117,155
5667,5667,183,42,88,130
5668,5668,469,14,52,66
5669,5669,401,14,82,96
5670,5670,65,35,62,97
5671,5671,412,16,67,83
5672,5672,82,50,70,120
5673,5673,451,11,116,127
5674,5674,172,19,87,106
5675,5675,282,16,88,104
5676,5676,61,39,30,69
5677,5677,375,55,35,90
5678,5678,324,35,17,52
5679,5679,63,24,31,55
5680,5680,434,32,32,64
5681,5681,443,58,115,173
5682,5682,93,29,46,75
5683,5683,49,32,105,137
5684,5684,246,40,109,149
5685,5685,429,17,50,67
5686,5686,225,26,46,72
5687,5687,60,42,99,141
5688,5688,446,34,83,117
5689,5689,369,53,39,92
5690,5690,267,47,79,126
5691,5691,356,44,22,66
5692,5692,370,52,49,101
5693,5693,453,58,102,160
5694,5694,418,40,52,92
5695,5695,470,24,52,76
5696,5696,241,12,67,79
5697,5697,464,52,109,161
5698,5698,189,54,44,98
5699,5699,138,59,70,129
5700,5700,348,51,105,156
5701,5701,466,45,50,95
5702,5702,95,32,37,69
5703,5703,346,44,65,109
5704,5704,202,25,95,120
5705,5705,102,28,82,110
5706,5706,164,32,77,109
5707,5707,464,42,47,89
5708,5708,201,32,76,108
5709,5709,84,17,76,93
5710,5710,395,29,69,98
5711,5711,250,46,108,154
5712,5712,449,17,88,105
5713,5713,31,16,70,86
5714,5714,241,21,112,133
5715,5715,428,27,83,110
5716,5716,392,10,40,50
5717,5717,135,51,67,118
5718,5718,367,14,82,96
5719,5719,31,50,84,134
5720,5720,426,11,101,112
5721,5721,233,48,23,71
5722,5722,458,30,34,64
5723,5723,283,10,111,121
5724,5724,56,31,118,149
5725,5725,181,39,21,60
5726,5726,223,15,118,133
5727,5727,268,26,19,45
5728,5728,427,25,98,123
5729,5729,466,25,47,72
5730,5730,469,60,44,104
5731,5731,321,43,73,116
5732,5732,107,25,23,48
5733,5733,5,13,113,126
5734,5734,89,52,20,72
5735,5735,418,17,82,99
5736,5736,468,17,62,79
5737,5737,111,10,95,105
5738,5738,133,31,80,111
5739,5739,382,30,37,67
5740,5740,85,37,77,114
5741,5741,197,16,103,119
5742,5742,170,51,79,130
5743,5743,122,24,46,70
5744,5744,336,55,107,162
5745,5745,391,35,60,95
5746,5746,402,35,71,106
5747,5747,315,46,85,131
5748,5748,327,17,42,59
5749,5749,218,13,73,86
5750,5750,163,12,94,106
5751,5751,405,15,63,78
5752,5752,136,20,44,64
5753,5753,64,40,113,153
5754,5754,396,46,72,118
5755,5755,101,39,119,158
5756,5756,42,45,60,105
5757,5757,337,29,73,102
5758,5758,56,13,76,89
5759,5759,255,41,22,63
5760,5760,235,56,84,140
5761,5761,100,33,96,129
5762,5762,370,37,112,149
5763,5763,82,30,113,143
5764,5764,74,43,34,77
5765,5765,196,25,22,47
5766,5766,42,28,56,84
5767,5767,20,33,81,114
5768,5768,29,17,99,116
5769,5769,115,54,104,158
5770,5770,367,54,56,110
5771,5771,210,45,27,72
5772,5772,158,46,59,105
5773,5773,458,10,47,57
5774,5774,87,47,82,129
5775,5775,370,48,24,72
5776,5776,314,24,36,60
5777,5777,169,42,114,156
5778,5778,278,49,19,68
5779,5779,74,50,112,162
5780,5780,130,33,65,98
5781,5781,293,27,16,43
5782,5782,195,44,36,80
5783,5783,139,21,82,103
5784,5784,111,32,73,105
5785,5785,84,12,111,123
5786,5786,327,40,117,157
5787,5787,231,53,94,147
5788,5788,465,60,25,85
5789,5789,268,22,108,130
5790,5790,444,49,58,107
5791,5791,373,46,63,109
5792,5792,329,22,111,133
5793,5793,442,42,77,119
5794,5794,95,45,101,146
5795,5795,250,18,45,63
5796,5796,179,53,76,129
5797,5797,131,22,57,79
5798,5798,91,53,59,112
5799,5799,249,21,112,133
5800,5800,414,46,56,102
5801,5801,85,55,61,116
5802,5802,301,20,100,120
5803,5803,390,44,17,61
5804,5804,219,41,42,83
5805,5805,16,22,19,41
5806,5806,322,50,107,157
5807,5807,196,14,83,97
5808,5808,316,47,99,146
5809,5809,166,40,83,123
5810,5810,354,41,68,109
5811,5811,375,44,66,110
5812,5812,34,51,81,132
5813,5813,261,58,15,73
5814,5814,83,25,118,143
5815,5815,384,35,49,84
5816,5816,439,40,75,115
5817,5817,273,35,110,145
5818,5818,310,52,17,69
5819,5819,435,14,120,134
5820,5820,290,33,113,146
5821,5821,394,45,35,80
5822,5822,423,31,118,149
5823,5823,447,41,65,106
5824,5824,36,37,85,122
5825,5825,243,44,92,136
5826,5826,292,58,17,75
5827,5827,159,26,54,80
5828,5828,98,38,57,95
5829,5829,111,59,114,173
5830,5830,127,30,51,81
5831,5831,78,15,101,116
5832,5832,402,54,102,156
5833,5833,59,26,103,129
5834,5834,388,32,38,70
5835,5835,126,39,90,129
5836,5836,368,37,31,68
5837,5837,185,39,66,105
5838,5838,2,27,55,82
5839,5839,228,47,39,86
5840,5840,346,54,58,112
5841,5841,396,19,96,115
5842,5842,223,18,56,74
5843,5843,306,35,67,102
5844,5844,46,34,94,128
5845,5845,261,53,103,156
5846,5846,441,14,108,122
5847,5847,172,50,106,156
5848,5848,179,14,77,91
5849,5849,28,21,120,141
5850,5850,437,11,15,26
5851,5851,470,40,78,118
5852,5852,115,26,48,74
5853,5853,314,13,44,57
5854,5854,219,43,41,84
5855,5855,427,38,41,79
5856,5856,334,27,114,141
5857,5857,79,33,103,136
5858,5858,398,40,60,100
5859,5859,133,40,84,124
5860,5860,298,47,75,122
5861,5861,150,54,40,94
5862,5862,382,57,82,139
5863,5863,286,59,60,119
5864,5864,388,46,115,161
5865,5865,339,10,65,75
5866,5866,139,26,32,58
5867,5867,27,44,109,153
5868,5868,201,41,17,58
5869,5869,85,12,86,98
5870,5870,11,56,115,171
5871,5871,29,54,45,99
5872,5872,237,39,58,97
5873,5873,179,32,15,47
5874,5874,430,34,98,132
5875,5875,30,24,42,66
5876,5876,269,10,63,73
5877,5877,451,27,21,48
5878,5878,117,40,62,102
5879,5879,340,22,30,52
5880,5880,160,54,74,128
5881,5881,190,55,17,72
5882,5882,86,30,54,84
5883,5883,357,22,87,109
5884,5884,463,50,64,114
5885,5885,193,14,51,65
5886,5886,457,38,53,91
5887,5887,296,54,97,151
5888,5888,363,36,78,114
5889,5889,399,27,62,89
5890,5890,106,20,68,88
5891,5891,234,37,71,108
5892,5892,213,33,117,150
5893,5893,9,50,17,67
5894,5894,179,55,52,107
5895,5895,385,23,81,104
5896,5896,135,33,81,114
5897,5897,69,25,73,98
5898,5898,13,35,67,102
5899,5899,29,46,79,125
5900,5900,465,14,61,75
5901,5901,15,20,113,133
5902,5902,46,34,66,100
5903,5903,348,21,80,101
5904,5904,306,46,57,103
5905,5905,336,50,60,110
5906,5906,55,17,77,94
5907,5907,309,52,75,127
5908,5908,267,23,93,116
5909,5909,159,24,22,46
5910,5910,465,40,81,121
5911,5911,298,38,44,82
5912,5912,320,23,42,65
5913,5913,57,46,99,145
5914,5914,259,37,42,79
5915,5915,471,27,105,132
5916,5916,326,18,40,58
5917,5917,70,55,25,80
5918,5918,41,60,88,148
5919,5919,171,58,83,141
5920,5920,143,18,71,89
5921,5921,219,21,59,80
5922,5922,300,11,60,71
5923,5923,49,42,58,100
5924,5924,89,54,28,82
5925,5925,475,50,32,82
5926,5926,134,30,62,92
5927,5927,183,24,94,118
5928,5928,57,20,23,43
5929,5929,373,14,88,102
5930,5930,78,24,92,116
5931,5931,369,57,82,139
5932,5932,294,32,76,108
5933,5933,390,56,52,108
5934,5934,379,49,83,132
5935,5935,37,13,77,90
5936,5936,298,10,59,69
5937,5937,443,34,102,136
5938,5938,60,50,111,161
5939,5939,295,51,18,69
5940,5940,232,59,86,145
5941,5941,171,25,31,56
5942,5942,269,11,85,96
5943,5943,434,46,33,79
5944,5944,342,15,17,32
5945,5945,263,35,22,57
5946,5946,94,15,100,115
5947,5947,81,15,63,78
5948,5948,13,19,100,119
5949,5949,206,58,102,160
5950,5950,404,27,91,118
5951,5951,430,38,28,66
5952,5952,304,41,45,86
5953,5953,155,26,74,100
5954,5954,388,43,110,153
5955,5955,102,52,20,72
5956,5956,215,47,116,163
5957,5957,38,12,38,50
5958,5958,215,13,25,38
5959,5959,178,25,49,74
5960,5960,340,19,77,96
5961,5961,156,54,73,127
5962,5962,418,20,19,39
5963,5963,213,54,115,169
5964,5964,424,42,70,112
5965,5965,366,25,68,93
5966,5966,197,30,39,69
5967,5967,136,38,15,53
5968,5968,297,13,115,128
5969,5969,244,53,62,115
5970,5970,290,24,90,114
5971,5971,77,48,48,96
5972,5972,409,50,53,103
5973,5973,103,52,51,103
5974,5974,410,17,102,119
5975,5975,335,38,81,119
5976,5976,423,47,29,76
5977,5977,284,40,62,102
5978,5978,402,23,56,79
5979,5979,458,18,39,57
5980,5980,55,52,91,143
5981,5981,79,48,21,69
5982,5982,318,57,16,73
5983,5983,54,16,42,58
5984,5984,200,32,24,56
5985,5985,44,11,111,122
5986,5986,251,39,83,122
5987,5987,140,25,103,128
5988,5988,257,43,99,142
5989,5989,81,23,79,102
5990,5990,233,26,101,127
5991,5991,351,40,15,55
5992,5992,13,49,84,133
5993,5993,408,59,23,82
5994,5994,143,32,49,81
5995,5995,143,51,25,76
5996,5996,367,12,112,124
5997,5997,203,40,54,94
5998,5998,41,18,104,122
5999,5999,383,44,54,98
6000,6000,288,31,119,150
6001,6001,314,20,114,134
6002,6002,99,28,78,106
6003,6003,311,26,80,106
6004,6004,449,15,46,61
6005,6005,373,33,22,55
6006,6006,3,45,17,62
6007,6007,290,26,80,106
6008,6008,39,59,50,109
6009,6009,381,38,91,129
6010,6010,440,60,54,114
6011,6011,415,10,44,54
6012,6012,157,40,52,92
6013,6013,253,34,108,142
6014,6014,403,12,38,50
6015,6015,19,57,56,113
6016,6016,18,13,23,36
6017,6017,264,55,108,163
6018,6018,391,30,105,135
6019,6019,416,31,34,65
6020,6020,84,10,106,116
6021,6021,288,53,65,118
6022,6022,87,20,78,98
6023,6023,178,39,57,96
6024,6024,100,50,59,109
6025,6025,480,60,66,126
6026,6026,297,33,116,149
6027,6027,417,53,40,93
6028,6028,295,27,39,66
6029,6029,253,24,69,93
6030,6030,321,32,114,146
6031,6031,13,48,33,81
6032,6032,276,31,48,79
6033,6033,32,46,67,113
6034,6034,71,16,65,81
6035,6035,349,14,59,73
6036,6036,274,12,19,31
6037,6037,122,32,100,132
6038,6038,337,43,59,102
6039,6039,55,52,75,127
6040,6040,291,24,89,113
6041,6041,229,49,74,123
6042,6042,171,44,79,123
6043,6043,64,51,111,162
6044,6044,13,58,45,103
6045,6045,367,33,93,126
6046,6046,118,40,39,79
6047,6047,178,25,115,140
6048,6048,176,53,36,89
6049,6049,136,21,84,105
6050,6050,245,53,69,122
6051,6051,134,55,117,172
6052,6052,63,56,50,106
6053,6053,111,54,120,174
6054,6054,232,34,106,140
6055,6055,252,36,41,77
6056,6056,353,27,35,62
6057,6057,262,20,120,140
6058,6058,367,33,71,104
6059,6059,391,30,63,93
6060,6060,185,44,72,116
6061,6061,5,25,85,110
6062,6062,226,14,67,81
6063,6063,20,42,44,86
6064,6064,113,31,37,68
6065,6065,354,10,107,117
6066,6066,440,57,81,138
6067,6067,71,38,15,53
6068,6068,135,23,118,141
6069,6069,33,50,37,87
6070,6070,25,49,113,162
6071,6071,129,58,35,93
6072,6072,481,58,111,169
6073,6073,242,41,70,111
6074,6074,442,43,24,67
6075,6075,432,44,22,66
6076,6076,370,34,114,148
6077,6077,8,37,61,98
6078,6078,367,53,69,122
6079,6079,256,46,45,91
6080,6080,162,16,114,130
6081,6081,187,51,109,160
6082,6082,480,17,49,66
6083,6083,82,47,115,162
6084,6084,101,29,93,122
6085,6085,439,50,50,100
6086,6086,150,54,53,107
6087,6087,251,24,95,119
6088,6088,86,48,92,140
6089,6089,185,14,102,116
6090,6090,279,14,59,73
6091,6091,132,11,100,111
6092,6092,452,26,109,135
6093,6093,176,59,71,130
6094,6094,443,56,31,87
6095,6095,266,15,117,132
6096,6096,434,10,116,126
6097,6097,338,12,58,70
6098,6098,438,47,111,158
6099,6099,177,18,70,88
6100,6100,164,45,29,74
6101,6101,342,52,16,68
6102,6102,13,15,37,52
6103,6103,143,53,36,89
6104,6104,329,50,15,65
6105,6105,122,41,100,141
6106,6106,249,56,20,76
6107,6107,351,21,87,108
6108,6108,126,20,39,59
6109,6109,159,14,71,85
6110,6110,295,45,18,63
6111,6111,383,43,53,96
6112,6112,48,33,49,82
6113,6113,173,37,43,80
6114,6114,135,58,48,106
6115,6115,387,15,80,95
6116,6116,149,26,105,131
6117,6117,334,44,100,144
6118,6118,63,26,81,107
6119,6119,157,42,111,153
6120,6120,393,20,102,122
6121,6121,113,26,77,103
6122,6122,366,15,47,62
6123,6123,381,60,34,94
6124,6124,85,34,18,52
6125,6125,470,41,106,147
6126,6126,393,57,108,165
6127,6127,259,56,53,109
6128,6128,398,57,34,91
6129,6129,143,28,117,145
6130,6130,81,49,44,93
6131,6131,158,55,65,120
6132,6132,451,42,98,140
6133,6133,15,46,49,95
6134,6134,369,44,51,95
6135,6135,467,12,101,113
6136,6136,237,45,71,116
6137,6137,278,55,67,122
6138,6138,216,41,103,144
6139,6139,299,42,45,87
6140,6140,4,51,26,77
6141,6141,373,10,73,83
6142,6142,65,43,116,159
6143,6143,463,56,44,100
